13	1	MMR	25.912	0.065	0.000
13	3	MMR	29.701	0.103	0.000
13	5	MMR	7.490	0.196	0.000
14	0	MMR	68.453	0.022	0.000
14	1	MMR	37.452	0.021	0.000
14	3	MMR	6.959	0.038	0.000
14	5	MMR	8.411	0.263	0.000
15	0	MMR	24.704	0.033	0.000
15	1	MMR	22.640	0.018	0.000
15	3	MMR	11.036	0.284	0.000
15	5	MMR	17.482	0.443	0.000
16	0	MMR	92.997	0.051	0.000
16	1	MMR	76.228	0.095	0.000
16	3	MMR	18.389	0.197	0.000
16	5	MMR	10.600	0.311	0.000
17	0	MMR	22.584	0.024	0.000
17	1	MMR	17.482	0.042	0.000
17	3	MMR	19.391	0.175	0.000
17	5	MMR	7.887	0.442	0.000
18	0	MMR	27.432	0.022	0.000
18	1	MMR	20.752	0.086	0.000
18	3	MMR	16.106	0.194	0.000
18	5	MMR	3.514	0.197	0.000
19	0	MMR	22.704	0.001	0.000
19	1	MMR	13.788	0.019	0.000
19	3	MMR	15.049	0.342	0.000
19	5	MMR	34.851	0.622	0.000
20	0	MMR	24.915	0.000	0.000
20	1	MMR	52.238	0.086	0.000
20	3	MMR	26.689	0.212	0.000
20	5	MMR	46.544	0.396	0.000
1	0	MMBoundary	59.769	0.061	21.693
1	1	MMBoundary	95.962	0.076	23.758
1	2	MMBoundary	12.050	0.117	29.806
1	3	MMBoundary	3.827	0.080	37.162
2	0	MMBoundary	60.178	0.000	19.568
2	1	MMBoundary	43.385	0.124	20.293
2	2	MMBoundary	12.764	0.271	26.919
2	3	MMBoundary	100.000	0.501	27.368
3	0	MMBoundary	71.316	0.045	18.261
3	1	MMBoundary	100.000	0.119	16.267
3	2	MMBoundary	6.603	0.056	19.144
3	3	MMBoundary	38.796	0.493	14.009
4	0	MMBoundary	39.947	0.049	24.579
4	1	MMBoundary	100.000	0.205	25.131
4	2	MMBoundary	5.184	0.117	19.307
4	3	MMBoundary	1.992	0.004	27.027
5	0	MMBoundary	96.647	0.060	21.858
5	1	MMBoundary	32.708	0.147	28.483
5	2	MMBoundary	9.565	0.203	35.502
5	3	MMBoundary	26.154	0.351	25.927
6	0	MMBoundary	56.355	0.026	23.711
6	1	MMBoundary	98.557	0.115	16.394
6	2	MMBoundary	6.414	0.098	29.307
6	3	MMBoundary	17.275	0.504	27.963
7	0	MMBoundary	98.212	0.052	18.277
7	1	MMBoundary	100.000	0.060	14.479
7	2	MMBoundary	36.976	0.116	23.984
7	3	MMBoundary	9.297	0.301	28.180
8	0	MMBoundary	100.000	0.059	17.765
8	1	MMBoundary	41.393	0.266	21.336
8	2	MMBoundary	100.000	0.469	22.923
8	3	MMBoundary	5.915	0.516	22.776
9	0	MMBoundary	82.308	0.063	15.419
9	1	MMBoundary	27.100	0.078	24.807
9	2	MMBoundary	10.000	0.113	25.694
9	3	MMBoundary	8.151	0.279	32.490
10	0	MMBoundary	55.092	0.032	26.089
10	1	MMBoundary	25.623	0.258	33.804
10	2	MMBoundary	13.330	0.469	41.546
10	3	MMBoundary	99.573	0.624	47.644
11	0	MMBoundary	100.000	0.055	25.695
11	1	MMBoundary	59.416	0.150	18.359
11	2	MMBoundary	7.750	0.245	38.661
11	3	MMBoundary	2.900	0.117	50.886
12	0	MMBoundary	26.324	0.063	27.857
12	1	MMBoundary	39.247	0.266	24.038
12	2	MMBoundary	17.770	0.460	28.999
12	3	MMBoundary	8.509	0.572	42.790
13	0	MMBoundary	97.199	0.020	20.385
13	1	MMBoundary	25.192	0.066	25.774
13	2	MMBoundary	99.905	0.133	26.505
13	3	MMBoundary	3.644	0.000	39.916
14	0	MMBoundary	75.797	0.023	17.465
14	1	MMBoundary	54.036	0.036	23.544
14	2	MMBoundary	11.001	0.079	38.409
14	3	MMBoundary	15.730	0.308	41.069
15	0	MMBoundary	42.386	0.050	27.366
15	1	MMBoundary	23.169	0.024	28.641
15	2	MMBoundary	7.300	0.210	33.450
15	3	MMBoundary	11.472	0.374	26.826
16	0	MMBoundary	100.000	0.057	16.861
16	1	MMBoundary	71.454	0.101	17.594
16	2	MMBoundary	20.627	0.211	29.303
16	3	MMBoundary	2.973	0.000	37.985
17	0	MMBoundary	34.028	0.032	31.472
17	1	MMBoundary	19.654	0.054	31.822
17	2	MMBoundary	30.773	0.202	28.411
17	3	MMBoundary	3.505	0.270	38.675
18	0	MMBoundary	40.371	0.031	25.887
18	1	MMBoundary	37.536	0.101	31.055
18	2	MMBoundary	49.228	0.221	28.967
18	3	MMBoundary	3.922	0.226	55.794
19	0	MMBoundary	24.115	0.000	29.810
19	1	MMBoundary	11.941	0.000	31.006
19	2	MMBoundary	11.152	0.291	28.479
19	3	MMBoundary	8.367	0.426	19.208
20	0	MMBoundary	24.158	0.000	28.409
20	1	MMBoundary	65.685	0.099	20.186
20	2	MMBoundary	26.469	0.213	25.938
20	3	MMBoundary	92.540	0.415	21.070
1	0	MMRBias	52.877	0.061	0.950
1	1	MMRBias	77.537	0.076	2.146
1	2	MMRBias	11.724	0.123	-0.48
1	3	MMRBias	3.371	0.070	-0.68
2	0	MMRBias	65.541	0.000	0.446
2	1	MMRBias	47.665	0.128	0.135
2	2	MMRBias	14.251	0.272	-0.70
2	3	MMRBias	77.029	0.500	0.690
3	0	MMRBias	72.463	0.045	0.827
3	1	MMRBias	95.724	0.119	0.435
3	2	MMRBias	15.608	0.290	-1.16
3	3	MMRBias	5.799	0.000	-1.55
4	0	MMRBias	41.819	0.050	0.933
4	1	MMRBias	83.688	0.209	1.508
4	2	MMRBias	5.862	0.147	-1.33
4	3	MMRBias	3.159	0.082	-1.16
5	0	MMRBias	97.086	0.065	2.301
5	1	MMRBias	34.683	0.152	1.117
5	2	MMRBias	16.579	0.255	0.648
5	3	MMRBias	35.277	0.367	0.486
6	0	MMRBias	60.276	0.027	1.814
6	1	MMRBias	94.843	0.114	0.694
6	2	MMRBias	6.414	0.098	-0.92
6	3	MMRBias	15.671	0.493	-0.19
7	0	MMRBias	99.572	0.051	1.859
7	1	MMRBias	98.886	0.060	-0.10
7	2	MMRBias	40.592	0.120	0.618
7	3	MMRBias	11.098	0.331	-0.53
8	0	MMRBias	100.000	0.059	1.078
8	1	MMRBias	45.343	0.270	0.156
8	2	MMRBias	3.946	0.000	-1.22
8	3	MMRBias	6.016	0.535	-0.78
9	0	MMRBias	74.862	0.064	0.084
9	1	MMRBias	24.667	0.062	-0.52
9	2	MMRBias	12.041	0.170	-0.73
9	3	MMRBias	8.158	0.290	-0.44
10	0	MMRBias	51.252	0.032	2.114
10	1	MMRBias	25.103	0.261	1.014
10	2	MMRBias	11.860	0.469	0.495
10	3	MMRBias	13.610	0.618	0.426
11	0	MMRBias	98.813	0.054	2.838
11	1	MMRBias	59.620	0.150	0.200
11	2	MMRBias	7.741	0.245	-0.22
11	3	MMRBias	3.640	0.188	-0.14
12	0	MMRBias	26.680	0.069	0.323
12	1	MMRBias	39.539	0.266	0.573
12	2	MMRBias	20.302	0.483	0.353
12	3	MMRBias	10.123	0.586	0.253
13	0	MMRBias	95.959	0.020	2.680
13	1	MMRBias	24.935	0.071	0.079
13	2	MMRBias	79.145	0.133	2.003
13	3	MMRBias	3.935	0.022	-0.60
14	0	MMRBias	77.205	0.024	0.403
14	1	MMRBias	53.979	0.036	1.500
14	2	MMRBias	10.496	0.073	0.132
14	3	MMRBias	13.578	0.300	0.637
15	0	MMRBias	43.096	0.050	1.873
15	1	MMRBias	22.905	0.023	0.331
15	2	MMRBias	9.236	0.244	-0.35
15	3	MMRBias	11.062	0.398	-0.42
16	0	MMRBias	100.000	0.057	0.604
16	1	MMRBias	71.229	0.100	0.383
16	2	MMRBias	19.088	0.212	0.140
16	3	MMRBias	30.996	0.357	0.964
17	0	MMRBias	34.763	0.032	1.989
17	1	MMRBias	19.796	0.054	0.559
17	2	MMRBias	30.956	0.205	0.873
17	3	MMRBias	6.036	0.412	-0.19
18	0	MMRBias	42.359	0.031	1.314
18	1	MMRBias	37.609	0.101	1.864
18	2	MMRBias	51.167	0.220	1.389
18	3	MMRBias	3.922	0.226	0.092
19	0	MMRBias	26.450	0.000	0.765
19	1	MMRBias	11.941	0.000	-0.43
19	2	MMRBias	10.674	0.282	-0.66
19	3	MMRBias	8.233	0.419	-1.11
20	0	MMRBias	25.598	0.000	0.344
20	1	MMRBias	62.016	0.098	0.687
20	2	MMRBias	25.103	0.209	-0.12
20	3	MMRBias	76.835	0.417	0.790
